rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,category,review_date
5.0,,,[],0486220125,0486220125,A2NJO6YE954DBH,1036695600000,21,False,Books & Literature,2002-11-07 19:00:00
1.0,,,[],0486220125,0486220125,A393PYR83LT7R8,1038942000000,8,False,Books & Literature,2002-12-03 19:00:00
4.0,,,[],0486220125,0486220125,AVY10FEFM6OBC,1050865200000,1,False,Books & Literature,2003-04-20 19:00:00
4.0,,,[],0486220125,0486220125,A2OSPW11FVXTU6,1058986800000,2,False,Books & Literature,2003-07-23 19:00:00
4.0,,,[],0486220125,0486220125,A32Z5HQGTG5V49,1065726000000,4,False,Books & Literature,2003-10-09 19:00:00
5.0,,,[],0486220125,0486220125,A2WSI8HOWHFDOT,1066676400000,25,False,Books & Literature,2003-10-20 19:00:00
4.0,,,[],0486220125,0486220125,A3BGC9MSXGM0WH,1067108400000,10,False,Books & Literature,2003-10-25 19:00:00
5.0,,,[],0486220125,0486220125,A1IU7S4HCK1XK0,1072724400000,4,False,Books & Literature,2003-12-29 19:00:00
4.0,,,[],0486220125,0486220125,A30JTDN020MAJB,1083351600000,4,False,Books & Literature,2004-04-30 19:00:00
5.0,,,[],B00000AU3R,B00000AU3R,A2O3PW57IFNUHV,958935600000,10,False,Music,2000-05-21 19:00:00
4.0,,,[],B00000AU3R,B00000AU3R,A3FNRL9QYZOBDH,1029697200000,0,False,Music,2002-08-18 19:00:00
5.0,,,[],B00000AU3R,B00000AU3R,A3SWAHVVHVPKWZ,1052938800000,5,False,Music,2003-05-14 19:00:00
5.0,,,[],0231118597,0231118597,A2F1X6YFCJZ1FH,972932400000,9,False,Books & Literature,2000-10-30 19:00:00
5.0,,,[],0231118597,0231118597,A1OZQCZAK21S6M,973018800000,12,False,Books & Literature,2000-10-31 19:00:00
5.0,,,[],0231118597,0231118597,AL5D52NA8F67F,974574000000,13,False,Books & Literature,2000-11-18 19:00:00
1.0,,,[],0231118597,0231118597,AVFBIM1W41IXO,987361200000,0,False,Books & Literature,2001-04-15 19:00:00
5.0,,,[],0231118597,0231118597,A3I6SOXDIE0M8R,989434800000,6,False,Books & Literature,2001-05-09 19:00:00
5.0,,,[],0231118597,0231118597,A3559TE3F9RRNL,993927600000,5,False,Books & Literature,2001-06-30 19:00:00
5.0,,,[],0231118597,0231118597,ASPUU0H77LFXG,998679600000,3,False,Books & Literature,2001-08-24 19:00:00
5.0,,,[],0231118597,0231118597,A3L902U49A6X5K,1000321200000,6,False,Books & Literature,2001-09-12 19:00:00
5.0,,,[],0231118597,0231118597,AL5OEDM8TPTKV,1003950000000,10,False,Books & Literature,2001-10-24 19:00:00
5.0,,,[],0231118597,0231118597,A1R64WON03GTN4,1004727600000,1,False,Books & Literature,2001-11-02 19:00:00
5.0,,,[],0231118597,0231118597,A2WKESDGF2YC8S,1009134000000,8,False,Books & Literature,2001-12-23 19:00:00
5.0,,,[],0231118597,0231118597,A71P2O8OMF8GY,1009738800000,5,False,Books & Literature,2001-12-30 19:00:00
4.0,,,[],0231118597,0231118597,AB8HLDYSDI5M7,1018292400000,4,False,Books & Literature,2002-04-08 19:00:00
2.0,,,[],0231118597,0231118597,A37FDCXZLI0MAC,1032721200000,5,False,Books & Literature,2002-09-22 19:00:00
5.0,,,[],0231118597,0231118597,AQE41QO3NEUMW,1062529200000,2,False,Books & Literature,2003-09-02 19:00:00
4.0,,,[],0375709363,0375709363,A2RI73IFW2GWU1,970945200000,7,False,Books & Literature,2000-10-07 19:00:00
5.0,,,[],0375709363,0375709363,A1GE54WF2WUZ2X,988916400000,8,False,Books & Literature,2001-05-03 19:00:00
4.0,,,[],0375709363,0375709363,A36S399V1VC4DR,998852400000,3,False,Books & Literature,2001-08-26 19:00:00
3.0,,,[],0375709363,0375709363,A280GY5UVUS2QH,1011985200000,7,False,Books & Literature,2002-01-25 19:00:00
4.0,,,[],0375709363,0375709363,A2YHZJIU4L4IOI,1081278000000,2,False,Books & Literature,2004-04-06 19:00:00
4.0,,,[],0375709363,0375709363,A1MB83EO48TRSC,1083006000000,3,False,Books & Literature,2004-04-26 19:00:00
5.0,,,[],0871318237,0871318237,A2A1TNBFJNRADP,955393200000,21,False,Books & Literature,2000-04-10 19:00:00
5.0,,,[],1590770218,1590770218,A2V9UBVMQFDV20,1082487600000,8,False,Books & Literature,2004-04-20 19:00:00
5.0,,,[],1590770218,1590770218,A3NXQLHXJZO5FB,1086462000000,4,False,Books & Literature,2004-06-05 19:00:00
1.0,,,[],1590770218,1590770218,A1RNV50D6DNE42,1088967600000,3,False,Books & Literature,2004-07-04 19:00:00
5.0,,,[],1590770218,1590770218,A3FVNS48MY8L32,1089226800000,13,False,Books & Literature,2004-07-07 19:00:00
5.0,,,[],1590770218,1590770218,A1WC6GEAVET9K8,1090177200000,5,False,Books & Literature,2004-07-18 19:00:00
5.0,,,[],1590770218,1590770218,A1PH1HGK2HFQ9G,1093114800000,4,False,Books & Literature,2004-08-21 19:00:00
5.0,,,[],1590770218,1590770218,A1DOK8OJ386KDS,1097262000000,10,False,Books & Literature,2004-10-08 19:00:00
4.0,,,[],1590770218,1590770218,A1E4FW0F5R7TOY,1104174000000,4,False,Books & Literature,2004-12-27 19:00:00
5.0,,,[],1590770218,1590770218,A14OJS0VWMOSWO,1110222000000,4,False,Books & Literature,2005-03-07 19:00:00
5.0,,,[],1590770218,1590770218,A3UDEP0MTKLLL2,1111950000000,4,False,Books & Literature,2005-03-27 19:00:00
1.0,,,[],1590770218,1590770218,A19UTUEBWKIZFT,1117220400000,1,False,Books & Literature,2005-05-27 19:00:00
5.0,,,[],1590770218,1590770218,A35X1EMOVF90JG,1119121200000,2,False,Books & Literature,2005-06-18 19:00:00
5.0,,,[],1559362022,1559362022,A2IGOA66Y6O8TQ,1021230000000,2,False,Books & Literature,2002-05-12 19:00:00
5.0,,,[],1559362022,1559362022,A2OIN4AUH84KNE,1024254000000,1,False,Books & Literature,2002-06-16 19:00:00
1.0,,,[],1559362022,1559362022,A2HN382JNT1CIU,1041447600000,1,False,Books & Literature,2003-01-01 19:00:00
4.0,,,[],1559362022,1559362022,A2FDJ79LDU4O18,1054926000000,1,False,Books & Literature,2003-06-06 19:00:00
4.0,,,[],1559362022,1559362022,A39QMV9ZKRJXO5,1056654000000,1,False,Books & Literature,2003-06-26 19:00:00
1.0,,,[],1559362022,1559362022,AUUVMSTQ1TXDI,1076958000000,0,False,Books & Literature,2004-02-16 19:00:00
5.0,,,[],1559362022,1559362022,A2C5K0QTLL9UAT,1077562800000,2,False,Books & Literature,2004-02-23 19:00:00
5.0,,,[],1559362022,1559362022,A5XYF0Z3UH4HB,1097607600000,1,False,Books & Literature,2004-10-12 19:00:00
5.0,,,[],0195110382,0195110382,A2C4FHNHVRR8JZ,901220400000,2,False,Books & Literature,1998-07-23 19:00:00
5.0,,,[],0195110382,0195110382,ATVPDKIKX0DER,921610800000,3,False,Books & Literature,1999-03-16 19:00:00
4.0,,,[],0195110382,0195110382,A1XPCHKIFECW33,954183600000,3,False,Books & Literature,2000-03-27 19:00:00
5.0,,,[],0195110382,0195110382,A17VTMYNK7FHHG,957294000000,3,False,Books & Literature,2000-05-02 19:00:00
4.0,,,[],0195110382,0195110382,A331OF34UX4Y1K,973450800000,2,False,Books & Literature,2000-11-05 19:00:00
5.0,,,[],0195110382,0195110382,A3KMI0ZF739BW5,975697200000,3,False,Books & Literature,2000-12-01 19:00:00
4.0,,,[],0195110382,0195110382,A26BWRBPP4V2WF,1002394800000,5,False,Books & Literature,2001-10-06 19:00:00
5.0,,,[],0195110382,0195110382,A3AAX9AO0CIFBI,1024340400000,2,False,Books & Literature,2002-06-17 19:00:00
5.0,,,[],0195110382,0195110382,A2DOKCCVTGTAE2,1028833200000,1,False,Books & Literature,2002-08-08 19:00:00
3.0,,,[],0195110382,0195110382,A1BVYFPZ0ZAYYV,1084734000000,0,False,Books & Literature,2004-05-16 19:00:00
5.0,,,[],0849311012,0849311012,A3DMU8D8N76WRH,1038423600000,3,False,Books & Literature,2002-11-27 19:00:00
5.0,,,[],0849311012,0849311012,AH1H2DBKZ8WFA,1067367600000,2,False,Books & Literature,2003-10-28 19:00:00
1.0,,,[],0849311012,0849311012,A3S1M10UPEQ3ED,1086462000000,4,False,Books & Literature,2004-06-05 19:00:00
5.0,,,[],B000007R0T,B000007R0T,ATVPDKIKX0DER,913316400000,0,False,Music,1998-12-10 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A21F29TO32JOU5,920228400000,0,False,Music,1999-02-28 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A37S91N4IX72W2,924894000000,0,False,Music,1999-04-23 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A1SXWD2D3W3TXK,926017200000,6,False,Music,1999-05-06 19:00:00
5.0,,,[],B000007R0T,B000007R0T,AKMBV0IV5WIC5,946666800000,0,False,Music,1999-12-31 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A3QSUZVVNYZZ7L,983214000000,1,False,Music,2001-02-26 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A1HNKSWGRW0YKB,993668400000,0,False,Music,2001-06-27 19:00:00
3.0,,,[],B000007R0T,B000007R0T,ABSIJ0Q8N0VKP,997642800000,0,False,Music,2001-08-12 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A388KDPHUB94V3,997902000000,0,False,Music,2001-08-15 19:00:00
5.0,,,[],B000007R0T,B000007R0T,ATT0FBIM6YNX7,1002567600000,0,False,Music,2001-10-08 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A1LFRJ3CSQFCI6,1013022000000,2,False,Music,2002-02-06 19:00:00
5.0,,,[],B000007R0T,B000007R0T,A1UPGL67SKBSPJ,1052766000000,0,False,Music,2003-05-12 19:00:00
3.0,,,[],078510870X,078510870X,A1RLXSCKKMI4KF,1016823600000,5,False,Books & Literature,2002-03-22 19:00:00
5.0,,,[],078510870X,078510870X,ATS7LYGLUX34L,1033239600000,3,False,Books & Literature,2002-09-28 19:00:00
5.0,,,[],078510870X,078510870X,ATS7LYGLUX34L,1033585200000,2,False,Books & Literature,2002-10-02 19:00:00
4.0,,,[],078510870X,078510870X,A3DQ6L24TOMXAZ,1036609200000,10,False,Books & Literature,2002-11-06 19:00:00
2.0,,,[],078510870X,078510870X,A3M6J4CTJ13QBX,1047841200000,4,False,Books & Literature,2003-03-16 19:00:00
2.0,,,[],078510870X,078510870X,A4JP4T1F95D0A,1070391600000,0,False,Books & Literature,2003-12-02 19:00:00
4.0,,,[],078510870X,078510870X,A2S166WSCFIFP5,1079204400000,2,False,Books & Literature,2004-03-13 19:00:00
4.0,,,[],078510870X,078510870X,ADC571K8L3ZLN,1098212400000,6,False,Books & Literature,2004-10-19 19:00:00
5.0,,,[],3895780812,3895780812,AWHGCJOOZBTB5,981572400000,10,False,Books & Literature,2001-02-07 19:00:00
5.0,,,[],0790747324,0790747324,A3D0FUIHSMCHXG,914698800000,1,False,,1998-12-26 19:00:00
4.0,,,[],0790747324,0790747324,A106FE8HPE6LK6,914785200000,9,False,,1998-12-27 19:00:00
4.0,,,[],0790747324,0790747324,A1Y6LC4JFBCGZN,924462000000,6,False,,1999-04-18 19:00:00
5.0,,,[],0790747324,0790747324,A2A1EHOGR8MW0I,926362800000,1,False,,1999-05-10 19:00:00
5.0,,,[],0790747324,0790747324,A3I7CRNHGZVWXP,928868400000,2,False,,1999-06-08 19:00:00
4.0,,,[],0790747324,0790747324,A2GEKIVHR1VSHQ,928954800000,0,False,,1999-06-09 19:00:00
5.0,,,[],0790747324,0790747324,AKQV65L3TAIW8,928954800000,1,False,,1999-06-09 19:00:00
5.0,,,[],0790747324,0790747324,ATVPDKIKX0DER,929127600000,19,False,,1999-06-11 19:00:00
5.0,,,[],0790747324,0790747324,A2MOT9BXC3C6H2,929818800000,0,False,,1999-06-19 19:00:00
5.0,,,[],0790747324,0790747324,A2003P5YJPPC6P,930855600000,2,False,,1999-07-01 19:00:00
5.0,,,[],0790747324,0790747324,AWQXPWBP93Z4K,932929200000,2,False,,1999-07-25 19:00:00
5.0,,,[],0790747324,0790747324,A11XDEU9VOOWYN,936385200000,2,False,,1999-09-03 19:00:00
5.0,,,[],0790747324,0790747324,A3J953WDIBQX63,936385200000,2,False,,1999-09-03 19:00:00
5.0,,,[],0790747324,0790747324,A13JXEPCPXNUCI,941050800000,26,False,,1999-10-27 19:00:00
5.0,,,[],0790747324,0790747324,A1928PHI4RBCQ9,941050800000,4,False,,1999-10-27 19:00:00
4.0,,,[],0790747324,0790747324,AFZLD0HDJVJUJ,944334000000,1,False,,1999-12-04 19:00:00
1.0,,,[],0790747324,0790747324,AQXLBK2CDW2DP,946494000000,1,False,,1999-12-29 19:00:00
5.0,,,[],0790747324,0790747324,A1H2SCAYWQLMC0,949345200000,3,False,,2000-01-31 19:00:00
4.0,,,[],0790747324,0790747324,A1RPTVW5VEOSI,952974000000,0,False,,2000-03-13 19:00:00
4.0,,,[],0790747324,0790747324,AIMBOX2T0HV1H,954615600000,5,False,,2000-04-01 19:00:00
5.0,,,[],0790747324,0790747324,A1J3HK3IPLHOJ3,959194800000,2,False,,2000-05-24 19:00:00
5.0,,,[],0790747324,0790747324,ATVPDKIKX0DER,959540400000,1,False,,2000-05-28 19:00:00
4.0,,,[],0790747324,0790747324,A3NGH3DOKQFCWD,961441200000,0,False,,2000-06-19 19:00:00
5.0,,,[],0790747324,0790747324,A3LFRQVRXBTNCG,961873200000,2,False,,2000-06-24 19:00:00
5.0,,,[],0790747324,0790747324,A31HYO7EOTZG1Y,962132400000,0,False,,2000-06-27 19:00:00
5.0,,,[],0790747324,0790747324,A8473S963WDUZ,962132400000,0,False,,2000-06-27 19:00:00
5.0,,,[],0790747324,0790747324,A1L7G9JSLCY384,962305200000,1,False,,2000-06-29 19:00:00
5.0,,,[],0790747324,0790747324,AXY18W5QMN7UV,962478000000,2,False,,2000-07-01 19:00:00
5.0,,,[],0790747324,0790747324,A2X666IM8DP7PH,965588400000,0,False,,2000-08-06 19:00:00
5.0,,,[],0790747324,0790747324,A96DHMTN072M1,968353200000,1,False,,2000-09-07 19:00:00
5.0,,,[],0790747324,0790747324,AH64IJELQ4PJN,969044400000,22,False,,2000-09-15 19:00:00
5.0,,,[],0790747324,0790747324,A39ABH4E0APOG3,969390000000,13,False,,2000-09-19 19:00:00
4.0,,,[],0790747324,0790747324,A2X44DD1TN0P13,969649200000,0,False,,2000-09-22 19:00:00
5.0,,,[],0790747324,0790747324,A2AML5BI49ST3F,970426800000,5,False,,2000-10-01 19:00:00
5.0,,,[],0790747324,0790747324,AES0JMK0KYYHI,970426800000,10,False,,2000-10-01 19:00:00
4.0,,,[],0790747324,0790747324,A16VWWB8G00EPV,970513200000,5,False,,2000-10-02 19:00:00
5.0,,,[],0790747324,0790747324,A1BWHXTFOVF9CY,970945200000,32,False,,2000-10-07 19:00:00
5.0,,,[],0790747324,0790747324,A1UVMG7COVPLC6,971118000000,3,False,,2000-10-09 19:00:00
2.0,,,[],0790747324,0790747324,A2RFZ21T1WOLID,971809200000,2,False,,2000-10-17 19:00:00
5.0,,,[],0790747324,0790747324,A2KFUFXQ1YTWNT,971895600000,6,False,,2000-10-18 19:00:00
5.0,,,[],0790747324,0790747324,A14QW3EMN8PBZV,973018800000,1,False,,2000-10-31 19:00:00
5.0,,,[],0790747324,0790747324,A20EEWWSFMZ1PN,975092400000,2,False,,2000-11-24 19:00:00
5.0,,,[],0790747324,0790747324,A22IK3I6U76GX0,977770800000,3,False,,2000-12-25 19:00:00
2.0,,,[],0790747324,0790747324,AU8552YCOO5QX,978807600000,0,False,,2001-01-06 19:00:00
1.0,,,[],0790747324,0790747324,AA5ELPH4F7AIP,979498800000,3,False,,2001-01-14 19:00:00
5.0,,,[],0790747324,0790747324,A324LH8S4C8U4W,987534000000,1,False,,2001-04-17 19:00:00
5.0,,,[],0790747324,0790747324,A2D9IEFJGB483Q,989607600000,3,False,,2001-05-11 19:00:00
5.0,,,[],0790747324,0790747324,AEXTGSES7BVSV,991940400000,1,False,,2001-06-07 19:00:00
5.0,,,[],0790747324,0790747324,A1RT82AIQFRRQS,992199600000,1,False,,2001-06-10 19:00:00
4.0,,,[],0790747324,0790747324,ARFBRSE35ZJ6A,992631600000,3,False,,2001-06-15 19:00:00
5.0,,,[],0790747324,0790747324,A2ZYH9XRO507OB,993409200000,1,False,,2001-06-24 19:00:00
5.0,,,[],0790747324,0790747324,A3HPOCPJJQNMWN,994100400000,2,False,,2001-07-02 19:00:00
5.0,,,[],0790747324,0790747324,A3LFZOAGD8JTE9,994446000000,0,False,,2001-07-06 19:00:00
5.0,,,[],0790747324,0790747324,A20IOTRKF4YRM7,996778800000,0,False,,2001-08-02 19:00:00
5.0,,,[],0790747324,0790747324,A1BRXLFWILNICE,998161200000,10,False,,2001-08-18 19:00:00
1.0,,,[],0790747324,0790747324,A3VXU7BEE97UUG,1000666800000,0,False,,2001-09-16 19:00:00
5.0,,,[],0790747324,0790747324,A2B8DJ0CKN9FAO,1001703600000,2,False,,2001-09-28 19:00:00
5.0,,,[],0790747324,0790747324,AGOG7P9R8NZ7T,1002481200000,1,False,,2001-10-07 19:00:00
5.0,,,[],0790747324,0790747324,A3ICHEO78NFE4Y,1012935600000,1,False,,2002-02-05 19:00:00
5.0,,,[],0790747324,0790747324,A2D75DJ707PFI9,1013194800000,3,False,,2002-02-08 19:00:00
5.0,,,[],0790747324,0790747324,A92LD431P843F,1014490800000,7,False,,2002-02-23 19:00:00
5.0,,,[],0790747324,0790747324,A2YD21XOPJ966C,1015441200000,5,False,,2002-03-06 19:00:00
4.0,,,[],0790747324,0790747324,A1HY9XRPW8N2HN,1015873200000,2,False,,2002-03-11 19:00:00
4.0,,,[],0790747324,0790747324,A1J2931UBBJPXM,1015959600000,3,False,,2002-03-12 19:00:00
5.0,,,[],0790747324,0790747324,A13PCJSIRWAKHE,1016132400000,2,False,,2002-03-14 19:00:00
4.0,,,[],0790747324,0790747324,A2WZ1B92F81LJJ,1016218800000,2,False,,2002-03-15 19:00:00
5.0,,,[],0790747324,0790747324,A3UF0YWSR4I2HL,1017514800000,2,False,,2002-03-30 19:00:00
4.0,,,[],0790747324,0790747324,A25JH6CO4DVINS,1017687600000,4,False,,2002-04-01 19:00:00
4.0,,,[],0790747324,0790747324,A106FE8HPE6LK6,1017946800000,3,False,,2002-04-04 19:00:00
4.0,,,[],0790747324,0790747324,A1T0Z4J5PPLTC7,1018983600000,8,False,,2002-04-16 19:00:00
5.0,,,[],0790747324,0790747324,A24FSR37TN4MSF,1019934000000,3,False,,2002-04-27 19:00:00
1.0,,,[],0790747324,0790747324,A3NOIRVMZQEBQ9,1020884400000,2,False,,2002-05-08 19:00:00
5.0,,,[],0790747324,0790747324,A1APMHP8DPIS3G,1022266800000,1,False,,2002-05-24 19:00:00
5.0,,,[],0790747324,0790747324,A3RRBPUGD7UOSP,1022526000000,0,False,,2002-05-27 19:00:00
5.0,,,[],0790747324,0790747324,A1GGHFJL5TSU5J,1023044400000,1,False,,2002-06-02 19:00:00
4.0,,,[],0790747324,0790747324,A2CXT3A901DGMP,1025118000000,1,False,,2002-06-26 19:00:00
5.0,,,[],0790747324,0790747324,A2W00XKTTF1G0Z,1025463600000,10,False,,2002-06-30 19:00:00
4.0,,,[],0790747324,0790747324,A31RM5QU797HPJ,1027018800000,1,False,,2002-07-18 19:00:00
5.0,,,[],0790747324,0790747324,A2IMHV5ZARXIDR,1028228400000,3,False,,2002-08-01 19:00:00
5.0,,,[],0790747324,0790747324,A3P121GNV5QYIN,1028314800000,1,False,,2002-08-02 19:00:00
5.0,,,[],0790747324,0790747324,A3P121GNV5QYIN,1028487600000,4,False,,2002-08-04 19:00:00
5.0,,,[],0790747324,0790747324,A3O2RCKAMSE9X7,1028919600000,4,False,,2002-08-09 19:00:00
5.0,,,[],0790747324,0790747324,A13JQOKQVCMN9U,1029870000000,2,False,,2002-08-20 19:00:00
4.0,,,[],0790747324,0790747324,A27QZDO1FRRFCV,1030734000000,1,False,,2002-08-30 19:00:00
4.0,,,[],0790747324,0790747324,A3439X75UP0Q3G,1032116400000,1,False,,2002-09-15 19:00:00
5.0,,,[],0790747324,0790747324,A1I7GHG2XNYO3J,1032807600000,1,False,,2002-09-23 19:00:00
5.0,,,[],0790747324,0790747324,A3D550GH0U6T5C,1033326000000,2,False,,2002-09-29 19:00:00
3.0,,,[],0790747324,0790747324,A2RD0B8LLOSMCQ,1033498800000,4,False,,2002-10-01 19:00:00
5.0,,,[],0790747324,0790747324,A2SGR7LE899LGG,1034967600000,1,False,,2002-10-18 19:00:00
4.0,,,[],0790747324,0790747324,AYPCUQS6ARWFH,1035140400000,7,False,,2002-10-20 19:00:00
5.0,,,[],0790747324,0790747324,A2XLGLF0V4O7JD,1038337200000,1,False,,2002-11-26 19:00:00
5.0,,,[],0790747324,0790747324,A2KVUYPLEW4LXT,1039806000000,5,False,,2002-12-13 19:00:00
4.0,,,[],0790747324,0790747324,AJYGQV81FSFE2,1040583600000,2,False,,2002-12-22 19:00:00
5.0,,,[],0790747324,0790747324,A1SWK29E1MZHI6,1042311600000,1,False,,2003-01-11 19:00:00
4.0,,,[],0790747324,0790747324,A2NJO6YE954DBH,1044039600000,6,False,,2003-01-31 19:00:00
5.0,,,[],0790747324,0790747324,A2AOZQ3WTNVVOK,1045162800000,7,False,,2003-02-13 19:00:00
5.0,,,[],0790747324,0790747324,A3CS4JXY9KJ5G5,1046199600000,4,False,,2003-02-25 19:00:00
5.0,,,[],0790747324,0790747324,A3DSU63A9Z43KN,1047495600000,2,False,,2003-03-12 19:00:00
5.0,,,[],0790747324,0790747324,A10DB0H2NZF11E,1050260400000,1,False,,2003-04-13 19:00:00
5.0,,,[],0790747324,0790747324,AAYW1H4SMNOI,1051297200000,5,False,,2003-04-25 19:00:00
5.0,,,[],0790747324,0790747324,A1J83NE4U6IL7,1052247600000,0,False,,2003-05-06 19:00:00
5.0,,,[],0790747324,0790747324,AW1GHENIL5V5G,1053198000000,0,False,,2003-05-17 19:00:00
5.0,,,[],0790747324,0790747324,A2SGR7LE899LGG,1053975600000,0,False,,2003-05-26 19:00:00
5.0,,,[],0790747324,0790747324,A1HVZ0569ZHZW9,1055012400000,0,False,,2003-06-07 19:00:00
4.0,,,[],0790747324,0790747324,A2Q13PHEXGR48Q,1057431600000,1,False,,2003-07-05 19:00:00
4.0,,,[],0790747324,0790747324,A3N9CZ1RK4OTYE,1058036400000,0,False,,2003-07-12 19:00:00
4.0,,,[],0790747324,0790747324,A2QA095LQPDBJD,1058814000000,1,False,,2003-07-21 19:00:00
5.0,,,[],0790747324,0790747324,ALWB64XOXNMDP,1059073200000,1,False,,2003-07-24 19:00:00
5.0,,,[],0790747324,0790747324,A9UU8OR0TBMHE,1061492400000,2,False,,2003-08-21 19:00:00
5.0,,,[],0790747324,0790747324,A8PZDIAF0NTIS,1066158000000,1,False,,2003-10-14 19:00:00
4.0,,,[],0790747324,0790747324,A2OVUDBRWGX0LL,1067454000000,7,False,,2003-10-29 19:00:00
5.0,,,[],0790747324,0790747324,A2ZSC81MXLBELX,1068145200000,24,False,,2003-11-06 19:00:00
5.0,,,[],0790747324,0790747324,A2CKARIIFUAOP0,1075316400000,1,False,,2004-01-28 19:00:00
3.0,,,[],0790747324,0790747324,A3UO0OJYKEL0QN,1076698800000,1,False,,2004-02-13 19:00:00
5.0,,,[],0790747324,0790747324,A3ASR7JA7MPKW4,1077822000000,3,False,,2004-02-26 19:00:00
3.0,,,[],0790747324,0790747324,A13PAFCVMB1DV8,1080500400000,2,False,,2004-03-28 19:00:00
2.0,,,[],0790747324,0790747324,A3W18T2ITHXW5O,1081364400000,1,False,,2004-04-07 19:00:00
5.0,,,[],0790747324,0790747324,A1BVV2K1BKGPD5,1082574000000,2,False,,2004-04-21 19:00:00
5.0,,,[],0790747324,0790747324,A3LZGLA88K0LA0,1084561200000,1,False,,2004-05-14 19:00:00
4.0,,,[],0790747324,0790747324,A2RRCZLVCA7A7,1084993200000,2,False,,2004-05-19 19:00:00
4.0,,,[],0790747324,0790747324,A17U4YXN5G7UAP,1085338800000,0,False,,2004-05-23 19:00:00
5.0,,,[],0790747324,0790747324,A3160YSU1KRL8E,1088708400000,1,False,,2004-07-01 19:00:00
5.0,,,[],0790747324,0790747324,AIOXMENE1HBR7,1088967600000,3,False,,2004-07-04 19:00:00
5.0,,,[],0790747324,0790747324,A3FITKYQQYGRXG,1090004400000,4,False,,2004-07-16 19:00:00
4.0,,,[],0790747324,0790747324,AAECAHBNP1VD2,1092510000000,7,False,,2004-08-14 19:00:00
